manual_transcript,source,path
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0327.wav
我想点播斯蒂尔的《The A Team》,music,/home/v2129375/dataset/tts_audio/audio_0328.wav
晋城市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0329.wav
文山壮族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0330.wav
广州今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0331.wav
绵阳天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0332.wav
海北藏族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0333.wav
宿迁的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0334.wav
我想看《爱情公寓》,video,/home/v2129375/dataset/tts_audio/audio_0335.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0336.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0337.wav
哈尔滨的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0338.wav
我想看切除的剧集,video,/home/v2129375/dataset/tts_audio/audio_0339.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0340.wav
我想点播电视剧大染坊,video,/home/v2129375/dataset/tts_audio/audio_0341.wav
盐城的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0342.wav
我想点播杨坤的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0343.wav
荆州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0344.wav
我想看归乡的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0345.wav
我想看电视剧虎女龙驹,video,/home/v2129375/dataset/tts_audio/audio_0346.wav
深圳的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0347.wav
我想点播邓超的音乐,music,/home/v2129375/dataset/tts_audio/audio_0348.wav
我想点播刘胡铁的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0349.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0350.wav
我想点播电视剧狄仁杰之四大天王,video,/home/v2129375/dataset/tts_audio/audio_0351.wav
衢州今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0352.wav
保山市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0353.wav
我想看电视剧《我有一个好爸爸》。,video,/home/v2129375/dataset/tts_audio/audio_0354.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0355.wav
我想点播季红的音乐,music,/home/v2129375/dataset/tts_audio/audio_0356.wav
我想看点播视频那是说着玩的,video,/home/v2129375/dataset/tts_audio/audio_0357.wav
我想点播电视剧《小星星》。,video,/home/v2129375/dataset/tts_audio/audio_0358.wav
我想点播电视剧《我是我》。,video,/home/v2129375/dataset/tts_audio/audio_0359.wav
鹤岗市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0360.wav
嘉兴今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0361.wav
金昌的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0362.wav
我想点播徐佳丽的音乐,music,/home/v2129375/dataset/tts_audio/audio_0363.wav
我想看宠物英雄的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0364.wav
德阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0365.wav
我想看跳舞的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0366.wav
我想看出租车司机的视频,video,/home/v2129375/dataset/tts_audio/audio_0367.wav
我想听再循环的《再循环》,music,/home/v2129375/dataset/tts_audio/audio_0368.wav
怒江州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0369.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0370.wav
合肥今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0371.wav
我想看唐人街的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0372.wav
我想看《欲望号街车》,video,/home/v2129375/dataset/tts_audio/audio_0373.wav
我想看电视剧猪小妹,video,/home/v2129375/dataset/tts_audio/audio_0374.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0375.wav
我想点播电视剧《白雪公主》。,video,/home/v2129375/dataset/tts_audio/audio_0376.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0377.wav
荆州今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0378.wav
阳泉的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0379.wav
我想点播夏飞云的音乐,music,/home/v2129375/dataset/tts_audio/audio_0380.wav
我想点播变形金刚四。,video,/home/v2129375/dataset/tts_audio/audio_0381.wav
我想点播雅咩咩的音乐,music,/home/v2129375/dataset/tts_audio/audio_0382.wav
徐州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0383.wav
贵港的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0384.wav
毕节的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0385.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0386.wav
鹰潭的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0387.wav
我想点播蔡琴的音乐,music,/home/v2129375/dataset/tts_audio/audio_0388.wav
我想看电视剧百变天后,video,/home/v2129375/dataset/tts_audio/audio_0389.wav
甘南自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0390.wav
秦皇岛的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0391.wav
我想看羊羊运动会的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0392.wav
我想点播陈每文的音乐,music,/home/v2129375/dataset/tts_audio/audio_0393.wav
我想看电影《非诚勿扰》,video,/home/v2129375/dataset/tts_audio/audio_0394.wav
吉安市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0395.wav
我想看电视剧二炮手,video,/home/v2129375/dataset/tts_audio/audio_0396.wav
盐城市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0397.wav
我想点播电视剧佩奇小猪佩奇,video,/home/v2129375/dataset/tts_audio/audio_0398.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0399.wav
我想点播张玮伽的音乐,music,/home/v2129375/dataset/tts_audio/audio_0400.wav
我想点播张可的《月光》,music,/home/v2129375/dataset/tts_audio/audio_0401.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0402.wav
我想看康熙王朝的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0403.wav
我想点播王菲的《只要爱》,music,/home/v2129375/dataset/tts_audio/audio_0404.wav
辽宁省辽源市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0405.wav
我想点播胖大海的音乐,music,/home/v2129375/dataset/tts_audio/audio_0406.wav
郑州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0407.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0408.wav
我想听少女时代的音乐,music,/home/v2129375/dataset/tts_audio/audio_0409.wav
我想点播电视剧《守卫者浮出水面》。,video,/home/v2129375/dataset/tts_audio/audio_0410.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0411.wav
伦敦的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0412.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0413.wav
温州市今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0414.wav
奈良的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0415.wav
宝鸡的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0416.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0417.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0418.wav
我想看《搜索者》电视剧。,video,/home/v2129375/dataset/tts_audio/audio_0419.wav
我想看猜一猜谁来吃晚餐的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0420.wav
鄂尔多斯市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0421.wav
我想点播黄尊的《黄尊》,music,/home/v2129375/dataset/tts_audio/audio_0422.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0423.wav
潍坊市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0424.wav
我想点播任柏儒的音乐,music,/home/v2129375/dataset/tts_audio/audio_0425.wav
长沙市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0426.wav
辽宁省的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0427.wav
凉山自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0428.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0429.wav
我想点播电视剧《锵锵三人行》。,video,/home/v2129375/dataset/tts_audio/audio_0430.wav
我想看西北偏北的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0431.wav
郑州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0432.wav
三沙市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0433.wav
甘孜州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0434.wav
我想点播周华健的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0435.wav
益阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0436.wav
江门的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0437.wav
我想看电视剧恭喜发财,video,/home/v2129375/dataset/tts_audio/audio_0438.wav
呼伦贝尔市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0439.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0440.wav
六安市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0441.wav
我想看三国演义的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0442.wav
玉林的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0443.wav
我想点播电视剧《小螺号》。,video,/home/v2129375/dataset/tts_audio/audio_0444.wav
我想点播伦敦对决的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0445.wav
我想点播边走边唱的视频,video,/home/v2129375/dataset/tts_audio/audio_0446.wav
我想点播吴日言的音乐,music,/home/v2129375/dataset/tts_audio/audio_0447.wav
我想点播超能陆战队,video,/home/v2129375/dataset/tts_audio/audio_0448.wav
乌海的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0449.wav
菏泽市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0450.wav
海口今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0451.wav
我想点播《日落大道》,video,/home/v2129375/dataset/tts_audio/audio_0452.wav
我想点播梁博的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0453.wav
宜春市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0454.wav
我想点播袁娅维的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0455.wav
我想点播大为老师的音乐,music,/home/v2129375/dataset/tts_audio/audio_0456.wav
我想看神盾学院的剧集,video,/home/v2129375/dataset/tts_audio/audio_0457.wav
我想点播电视剧《春眠不觉晓》。,video,/home/v2129375/dataset/tts_audio/audio_0458.wav
渭南的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0459.wav
益阳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0460.wav
我想点播李连杰的音乐,music,/home/v2129375/dataset/tts_audio/audio_0461.wav
珠海今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0462.wav
我想看点播视频叛舰喋血记,video,/home/v2129375/dataset/tts_audio/audio_0463.wav
我想点播屈菁菁的音乐,music,/home/v2129375/dataset/tts_audio/audio_0464.wav
我想看红海行动的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0465.wav
芜湖市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0466.wav
南充今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0467.wav
长春市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0468.wav
张家口的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0469.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0470.wav
我想看毕业生的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0471.wav
伊春市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0472.wav
延边朝鲜族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0473.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0474.wav
长沙今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0475.wav
我想点播龙神道的音乐,music,/home/v2129375/dataset/tts_audio/audio_0476.wav
我想看电影父子返乡,video,/home/v2129375/dataset/tts_audio/audio_0477.wav
泰州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0478.wav
我想点播小宝宝的电视剧,video,/home/v2129375/dataset/tts_audio/audio_0479.wav
我想点播樊竹青的音乐,music,/home/v2129375/dataset/tts_audio/audio_0480.wav
我想点播四月与盒子,music,/home/v2129375/dataset/tts_audio/audio_0481.wav
我想看儿歌视频,video,/home/v2129375/dataset/tts_audio/audio_0482.wav
我想点播好妹妹乐队的音乐。,music,/home/v2129375/dataset/tts_audio/audio_0483.wav
我想看辛特勒的名单的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0484.wav
温哥华的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0485.wav
迪庆自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0486.wav
吴忠市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0487.wav
我想点播电视剧《菊花台》。,video,/home/v2129375/dataset/tts_audio/audio_0488.wav
我想看敢死队的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0489.wav
我想点播阿牛的《无名之辈》,music,/home/v2129375/dataset/tts_audio/audio_0490.wav
我想看电影盲约,video,/home/v2129375/dataset/tts_audio/audio_0491.wav
湛江的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0492.wav
香港的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0493.wav
我想点播何航的音乐,music,/home/v2129375/dataset/tts_audio/audio_0494.wav
我想点播电视剧小老鼠上灯台,video,/home/v2129375/dataset/tts_audio/audio_0495.wav
我想看点播视频背叛的街角,video,/home/v2129375/dataset/tts_audio/audio_0496.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0497.wav
我想点播贾盛强的音乐,music,/home/v2129375/dataset/tts_audio/audio_0498.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0499.wav
我想点播王建房的音乐,music,/home/v2129375/dataset/tts_audio/audio_0500.wav
潮州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0501.wav
我想看点播视频《闪电约会》。,video,/home/v2129375/dataset/tts_audio/audio_0502.wav
我想看电视剧刷分圣手,video,/home/v2129375/dataset/tts_audio/audio_0503.wav
绥化的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0504.wav
我想点播数字歌,video,/home/v2129375/dataset/tts_audio/audio_0505.wav
克孜勒苏自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0506.wav
黔南苗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0507.wav
我想点播薛之谦的音乐,music,/home/v2129375/dataset/tts_audio/audio_0508.wav
徐州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0509.wav
我想看猪猪侠的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0510.wav
沈阳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0511.wav
我想看《巧虎来啦》的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0512.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0513.wav
临沧的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0514.wav
遵义市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0515.wav
我想看电视剧乱世佳人,video,/home/v2129375/dataset/tts_audio/audio_0516.wav
临夏自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0517.wav
西安市今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0518.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0519.wav
阳江的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0520.wav
我想点播任贤齐的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0521.wav
南阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0522.wav
滨州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0523.wav
常德的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0524.wav
我想点播电视剧《三字经》。,video,/home/v2129375/dataset/tts_audio/audio_0525.wav
中卫市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0526.wav
我想点播电视剧《三生三世十里桃花》。,video,/home/v2129375/dataset/tts_audio/audio_0527.wav
我想点播《超级小黑咪》,video,/home/v2129375/dataset/tts_audio/audio_0528.wav
我想看蒸气室的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0529.wav
福州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0530.wav
我想看洛奇电影,video,/home/v2129375/dataset/tts_audio/audio_0531.wav
黄冈今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0532.wav
荆州今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0533.wav
我想点播张晓谦的音乐,music,/home/v2129375/dataset/tts_audio/audio_0534.wav
乐山市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0535.wav
朝阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0536.wav
海西州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0537.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0538.wav
我想点播周璇的《青花瓷》,music,/home/v2129375/dataset/tts_audio/audio_0539.wav
莱芜市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0540.wav
九江市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0541.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0542.wav
我想点播《采蘑菇的小姑娘》。,video,/home/v2129375/dataset/tts_audio/audio_0543.wav
威海的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0544.wav
我想点播马希尔的《无畏》,music,/home/v2129375/dataset/tts_audio/audio_0545.wav
我想点播万海东的音乐,music,/home/v2129375/dataset/tts_audio/audio_0546.wav
如果你想看点播视频，请告诉我你感兴趣的内容。,video,/home/v2129375/dataset/tts_audio/audio_0547.wav
黔西南自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0548.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0549.wav
新乡市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0550.wav
宜春的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0551.wav
黔东南自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0552.wav
我想点播《速度与激情五》,video,/home/v2129375/dataset/tts_audio/audio_0553.wav
我想点播早见沙织的音乐,music,/home/v2129375/dataset/tts_audio/audio_0554.wav
我想看粉红猪小妹全集,video,/home/v2129375/dataset/tts_audio/audio_0555.wav
淮北市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0556.wav
我想看第三人称的电视剧,video,/home/v2129375/dataset/tts_audio/audio_0557.wav
台中市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0558.wav
我想看变形金刚的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0559.wav
我想点播卢海鹏的音乐,music,/home/v2129375/dataset/tts_audio/audio_0560.wav
我想看电影《熊出没之熊心归来》。,video,/home/v2129375/dataset/tts_audio/audio_0561.wav
博尔塔拉的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0562.wav
红河州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0563.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0564.wav
忻州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0565.wav
天津市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0566.wav
我想点播齐鲁铎的音乐,music,/home/v2129375/dataset/tts_audio/audio_0567.wav
玉林市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0568.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0569.wav
我想点播乔任梁的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0570.wav
自贡市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0571.wav
我想看彭德怀的电影,video,/home/v2129375/dataset/tts_audio/audio_0572.wav
渭南市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0573.wav
我想看电视剧《我爱你》。,video,/home/v2129375/dataset/tts_audio/audio_0574.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0575.wav
黔西南苗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0576.wav
我想看阳光普照的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0577.wav
巴音郭楞自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0578.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0579.wav
我想点播托马斯火车。,video,/home/v2129375/dataset/tts_audio/audio_0580.wav
我想点播莫露露的《月光》,music,/home/v2129375/dataset/tts_audio/audio_0581.wav
龙岩的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0582.wav
清远天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0583.wav
我想点播波尔加德堡的剧集,video,/home/v2129375/dataset/tts_audio/audio_0584.wav
我想听莫文蔚的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0585.wav
我想看哈利波特的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0586.wav
德宏州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0587.wav
泰安市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0588.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0589.wav
我想点播电视剧《天亮叫我》。,video,/home/v2129375/dataset/tts_audio/audio_0590.wav
湛江市的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0591.wav
我想看电视剧大头儿子小头爸爸,video,/home/v2129375/dataset/tts_audio/audio_0592.wav
我想点播乐高未来骑士团,video,/home/v2129375/dataset/tts_audio/audio_0593.wav
西安的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0594.wav
包头的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0595.wav
我想点播电视剧《公民凯恩》。,video,/home/v2129375/dataset/tts_audio/audio_0596.wav
我想点播电视剧《夜市人生》。,video,/home/v2129375/dataset/tts_audio/audio_0597.wav
我想看宝贝儿的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0598.wav
我想点播杨秀惠的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0599.wav
我想看《证据搜查线》,video,/home/v2129375/dataset/tts_audio/audio_0600.wav
大兴安岭地区的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0601.wav
我想看点播视频过往的力量,video,/home/v2129375/dataset/tts_audio/audio_0602.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0603.wav
我想点播宝石岭的电视剧,video,/home/v2129375/dataset/tts_audio/audio_0604.wav
防城港市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0605.wav
襄阳今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0606.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0607.wav
宁德市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0608.wav
大连市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0609.wav
我想点播电视剧《我们荡起双桨》。,video,/home/v2129375/dataset/tts_audio/audio_0610.wav
我想点播电视剧《祖脉天水》。,video,/home/v2129375/dataset/tts_audio/audio_0611.wav
上海市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0612.wav
我想看电视剧世上只有妈妈好,video,/home/v2129375/dataset/tts_audio/audio_0613.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0614.wav
阿勒泰地区的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0615.wav
我想看妖怪名单的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0616.wav
我想看《淘金记》,video,/home/v2129375/dataset/tts_audio/audio_0617.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0618.wav
我想看电视台风云的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0619.wav
我想点播小野贤章的音乐,music,/home/v2129375/dataset/tts_audio/audio_0620.wav
黔东南侗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0621.wav
我想点播加勒比海盗五。,video,/home/v2129375/dataset/tts_audio/audio_0622.wav
福州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0623.wav
我想看《忠犬大营救》,video,/home/v2129375/dataset/tts_audio/audio_0624.wav
我想看城市猎人。,video,/home/v2129375/dataset/tts_audio/audio_0625.wav
昆明市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0626.wav
海南天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0627.wav
我想点播熊妹妹的音乐,music,/home/v2129375/dataset/tts_audio/audio_0628.wav
我想点播舞曲大帝国的音乐,music,/home/v2129375/dataset/tts_audio/audio_0629.wav
我想看百家讲坛的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0630.wav
我想看点播视频《正午》。,video,/home/v2129375/dataset/tts_audio/audio_0631.wav
江门的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0632.wav
大理白族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0633.wav
喀什地区的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0634.wav
湘西的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0635.wav
邯郸的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0636.wav
我想看迷你特工队的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0637.wav
曲靖的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0638.wav
恩施州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0639.wav
我想看电视剧甜蜜的力量,video,/home/v2129375/dataset/tts_audio/audio_0640.wav
我想点播千曲千寻的音乐,music,/home/v2129375/dataset/tts_audio/audio_0641.wav
我想点播逃跑计划的音乐,music,/home/v2129375/dataset/tts_audio/audio_0642.wav
我想看电视剧巴塔木,video,/home/v2129375/dataset/tts_audio/audio_0643.wav
我想点播谢霆锋的音乐,music,/home/v2129375/dataset/tts_audio/audio_0644.wav
我想看地道战的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0645.wav
襄樊的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0646.wav
宜昌的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0647.wav
我想点播斗地主的电视剧,video,/home/v2129375/dataset/tts_audio/audio_0648.wav
我想点播毛不易,music,/home/v2129375/dataset/tts_audio/audio_0649.wav
我想看老农民的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0650.wav
开封市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0651.wav
我想看电视剧灵魂摆渡,video,/home/v2129375/dataset/tts_audio/audio_0652.wav
