manual_transcript,path,source
我想看双重赔偿的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0287.wav,video
我想看电视剧惬意生活,/home/v2129375/dataset/tts_audio_diff_ref/audio_0288.wav,video
嘉义的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0289.wav,city
我想看电影阿甘正传,/home/v2129375/dataset/tts_audio_diff_ref/audio_0290.wav,video
湘西自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0291.wav,city
我想点播电视剧幸福满贯,/home/v2129375/dataset/tts_audio_diff_ref/audio_0292.wav,video
我想点播十二大美女的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0293.wav,music
我想点播电视剧《两只老虎》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0294.wav,video
我想看美味情缘的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0295.wav,video
我想点播李宇春的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0296.wav,music
我想看《电击小子》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0297.wav,video
赣州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0298.wav,city
邢台的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0299.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0300.wav,city
我想点播《千与千寻》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0301.wav,video
内江市今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0302.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0303.wav,city
杭州市的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0304.wav,city
我想点播张明敏的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0305.wav,music
中山市今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0306.wav,city
濮阳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0307.wav,city
克孜勒苏州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0308.wav,city
我想点播圣以琳的音乐事工,/home/v2129375/dataset/tts_audio_diff_ref/audio_0309.wav,music
我想看《奇爱博士》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0310.wav,video
杭州今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0311.wav,city
宁波今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0312.wav,city
我想点播电视剧《一日情深》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0313.wav,video
西双版纳傣族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0314.wav,city
我想看电视剧人再囧途,/home/v2129375/dataset/tts_audio_diff_ref/audio_0315.wav,video
我想点播陈娇的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0316.wav,music
我想点播天佑的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0317.wav,music
重庆今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0318.wav,city
我想点播电视剧天仙配,/home/v2129375/dataset/tts_audio_diff_ref/audio_0319.wav,video
我想点播小臭臭,/home/v2129375/dataset/tts_audio_diff_ref/audio_0320.wav,music
台中天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0321.wav,city
我想点播小毛驴的剧集,/home/v2129375/dataset/tts_audio_diff_ref/audio_0322.wav,video
我想看电视剧悲伤逆流成河,/home/v2129375/dataset/tts_audio_diff_ref/audio_0323.wav,video
楚雄的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0324.wav,city
阿姆斯特丹的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0325.wav,city
我想点播电视剧《爱探险的朵拉》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0326.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0327.wav,city
我想点播斯蒂尔的《The A Team》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0328.wav,music
晋城市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0329.wav,city
文山壮族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0330.wav,city
广州今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0331.wav,city
绵阳天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0332.wav,city
海北藏族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0333.wav,city
宿迁的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0334.wav,city
我想看《爱情公寓》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0335.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0336.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0337.wav,city
哈尔滨的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0338.wav,city
我想看切除的剧集,/home/v2129375/dataset/tts_audio_diff_ref/audio_0339.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0340.wav,city
我想点播电视剧大染坊,/home/v2129375/dataset/tts_audio_diff_ref/audio_0341.wav,video
盐城的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0342.wav,city
我想点播杨坤的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0343.wav,music
荆州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0344.wav,city
我想看归乡的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0345.wav,video
我想看电视剧虎女龙驹,/home/v2129375/dataset/tts_audio_diff_ref/audio_0346.wav,video
深圳的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0347.wav,city
我想点播邓超的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0348.wav,music
我想点播刘胡铁的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0349.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0350.wav,city
我想点播电视剧狄仁杰之四大天王,/home/v2129375/dataset/tts_audio_diff_ref/audio_0351.wav,video
衢州今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0352.wav,city
保山市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0353.wav,city
我想看电视剧《我有一个好爸爸》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0354.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0355.wav,city
我想点播季红的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0356.wav,music
我想看点播视频那是说着玩的,/home/v2129375/dataset/tts_audio_diff_ref/audio_0357.wav,video
我想点播电视剧《小星星》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0358.wav,video
我想点播电视剧《我是我》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0359.wav,video
鹤岗市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0360.wav,city
嘉兴今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0361.wav,city
金昌的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0362.wav,city
我想点播徐佳丽的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0363.wav,music
我想看宠物英雄的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0364.wav,video
德阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0365.wav,city
我想看跳舞的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0366.wav,video
我想看出租车司机的视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0367.wav,video
我想听再循环的《再循环》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0368.wav,music
怒江州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0369.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0370.wav,city
合肥今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0371.wav,city
我想看唐人街的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0372.wav,video
我想看《欲望号街车》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0373.wav,video
我想看电视剧猪小妹,/home/v2129375/dataset/tts_audio_diff_ref/audio_0374.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0375.wav,city
我想点播电视剧《白雪公主》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0376.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0377.wav,city
荆州今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0378.wav,city
阳泉的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0379.wav,city
我想点播夏飞云的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0380.wav,music
我想点播变形金刚四。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0381.wav,video
我想点播雅咩咩的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0382.wav,music
徐州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0383.wav,city
贵港的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0384.wav,city
毕节的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0385.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0386.wav,city
鹰潭的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0387.wav,city
我想点播蔡琴的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0388.wav,music
我想看电视剧百变天后,/home/v2129375/dataset/tts_audio_diff_ref/audio_0389.wav,video
甘南自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0390.wav,city
秦皇岛的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0391.wav,city
我想看羊羊运动会的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0392.wav,video
我想点播陈每文的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0393.wav,music
我想看电影《非诚勿扰》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0394.wav,video
吉安市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0395.wav,city
我想看电视剧二炮手,/home/v2129375/dataset/tts_audio_diff_ref/audio_0396.wav,video
盐城市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0397.wav,city
我想点播电视剧佩奇小猪佩奇,/home/v2129375/dataset/tts_audio_diff_ref/audio_0398.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0399.wav,city
我想点播张玮伽的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0400.wav,music
我想点播张可的《月光》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0401.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0402.wav,city
我想看康熙王朝的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0403.wav,video
我想点播王菲的《只要爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0404.wav,music
辽宁省辽源市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0405.wav,city
我想点播胖大海的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0406.wav,music
郑州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0407.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0408.wav,city
我想听少女时代的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0409.wav,music
我想点播电视剧《守卫者浮出水面》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0410.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0411.wav,city
伦敦的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0412.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0413.wav,city
温州市今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0414.wav,city
奈良的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0415.wav,city
宝鸡的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0416.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0417.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0418.wav,city
我想看《搜索者》电视剧。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0419.wav,video
我想看猜一猜谁来吃晚餐的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0420.wav,video
鄂尔多斯市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0421.wav,city
我想点播黄尊的《黄尊》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0422.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0423.wav,city
潍坊市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0424.wav,city
我想点播任柏儒的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0425.wav,music
长沙市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0426.wav,city
辽宁省的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0427.wav,city
凉山自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0428.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0429.wav,city
我想点播电视剧《锵锵三人行》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0430.wav,video
我想看西北偏北的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0431.wav,video
郑州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0432.wav,city
三沙市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0433.wav,city
甘孜州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0434.wav,city
我想点播周华健的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0435.wav,music
益阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0436.wav,city
江门的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0437.wav,city
我想看电视剧恭喜发财,/home/v2129375/dataset/tts_audio_diff_ref/audio_0438.wav,video
呼伦贝尔市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0439.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0440.wav,city
六安市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0441.wav,city
我想看三国演义的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0442.wav,video
玉林的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0443.wav,city
我想点播电视剧《小螺号》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0444.wav,video
我想点播伦敦对决的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0445.wav,video
我想点播边走边唱的视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0446.wav,video
我想点播吴日言的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0447.wav,music
我想点播超能陆战队,/home/v2129375/dataset/tts_audio_diff_ref/audio_0448.wav,video
乌海的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0449.wav,city
菏泽市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0450.wav,city
海口今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0451.wav,city
我想点播《日落大道》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0452.wav,video
我想点播梁博的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0453.wav,music
宜春市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0454.wav,city
我想点播袁娅维的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0455.wav,music
我想点播大为老师的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0456.wav,music
我想看神盾学院的剧集,/home/v2129375/dataset/tts_audio_diff_ref/audio_0457.wav,video
我想点播电视剧《春眠不觉晓》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0458.wav,video
渭南的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0459.wav,city
益阳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0460.wav,city
我想点播李连杰的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0461.wav,music
珠海今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0462.wav,city
我想看点播视频叛舰喋血记,/home/v2129375/dataset/tts_audio_diff_ref/audio_0463.wav,video
我想点播屈菁菁的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0464.wav,music
我想看红海行动的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0465.wav,video
芜湖市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0466.wav,city
南充今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0467.wav,city
长春市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0468.wav,city
张家口的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0469.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0470.wav,city
我想看毕业生的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0471.wav,video
伊春市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0472.wav,city
延边朝鲜族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0473.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0474.wav,city
长沙今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0475.wav,city
我想点播龙神道的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0476.wav,music
我想看电影父子返乡,/home/v2129375/dataset/tts_audio_diff_ref/audio_0477.wav,video
泰州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0478.wav,city
我想点播小宝宝的电视剧,/home/v2129375/dataset/tts_audio_diff_ref/audio_0479.wav,video
我想点播樊竹青的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0480.wav,music
我想点播四月与盒子,/home/v2129375/dataset/tts_audio_diff_ref/audio_0481.wav,music
我想看儿歌视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0482.wav,video
我想点播好妹妹乐队的音乐。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0483.wav,music
我想看辛特勒的名单的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0484.wav,video
温哥华的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0485.wav,city
迪庆自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0486.wav,city
吴忠市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0487.wav,city
我想点播电视剧《菊花台》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0488.wav,video
我想看敢死队的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0489.wav,video
我想点播阿牛的《无名之辈》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0490.wav,music
我想看电影盲约,/home/v2129375/dataset/tts_audio_diff_ref/audio_0491.wav,video
湛江的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0492.wav,city
香港的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0493.wav,city
我想点播何航的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0494.wav,music
我想点播电视剧小老鼠上灯台,/home/v2129375/dataset/tts_audio_diff_ref/audio_0495.wav,video
我想看点播视频背叛的街角,/home/v2129375/dataset/tts_audio_diff_ref/audio_0496.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0497.wav,city
我想点播贾盛强的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0498.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0499.wav,city
我想点播王建房的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0500.wav,music
潮州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0501.wav,city
我想看点播视频《闪电约会》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0502.wav,video
我想看电视剧刷分圣手,/home/v2129375/dataset/tts_audio_diff_ref/audio_0503.wav,video
绥化的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0504.wav,city
我想点播数字歌,/home/v2129375/dataset/tts_audio_diff_ref/audio_0505.wav,video
克孜勒苏自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0506.wav,city
黔南苗族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0507.wav,city
我想点播薛之谦的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0508.wav,music
徐州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0509.wav,city
我想看猪猪侠的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0510.wav,video
沈阳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0511.wav,city
我想看《巧虎来啦》的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0512.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0513.wav,city
临沧的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0514.wav,city
遵义市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0515.wav,city
我想看电视剧乱世佳人,/home/v2129375/dataset/tts_audio_diff_ref/audio_0516.wav,video
临夏自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0517.wav,city
西安市今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0518.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0519.wav,city
阳江的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0520.wav,city
我想点播任贤齐的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0521.wav,music
南阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0522.wav,city
滨州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0523.wav,city
常德的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0524.wav,city
我想点播电视剧《三字经》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0525.wav,video
中卫市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0526.wav,city
我想点播电视剧《三生三世十里桃花》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0527.wav,video
我想点播《超级小黑咪》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0528.wav,video
我想看蒸气室的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0529.wav,video
福州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0530.wav,city
我想看洛奇电影,/home/v2129375/dataset/tts_audio_diff_ref/audio_0531.wav,video
黄冈今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0532.wav,city
荆州今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0533.wav,city
我想点播张晓谦的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0534.wav,music
乐山市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0535.wav,city
朝阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0536.wav,city
海西州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0537.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0538.wav,city
我想点播周璇的《青花瓷》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0539.wav,music
莱芜市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0540.wav,city
九江市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0541.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0542.wav,city
我想点播《采蘑菇的小姑娘》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0543.wav,video
威海的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0544.wav,city
我想点播马希尔的《无畏》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0545.wav,music
我想点播万海东的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0546.wav,music
如果你想看点播视频，请告诉我你感兴趣的内容。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0547.wav,video
黔西南自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0548.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0549.wav,city
新乡市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0550.wav,city
宜春的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0551.wav,city
黔东南自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0552.wav,city
我想点播《速度与激情五》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0553.wav,video
我想点播早见沙织的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0554.wav,music
我想看粉红猪小妹全集,/home/v2129375/dataset/tts_audio_diff_ref/audio_0555.wav,video
淮北市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0556.wav,city
我想看第三人称的电视剧,/home/v2129375/dataset/tts_audio_diff_ref/audio_0557.wav,video
台中市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0558.wav,city
我想看变形金刚的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0559.wav,video
我想点播卢海鹏的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0560.wav,music
我想看电影《熊出没之熊心归来》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0561.wav,video
博尔塔拉的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0562.wav,city
红河州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0563.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0564.wav,city
忻州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0565.wav,city
天津市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0566.wav,city
我想点播齐鲁铎的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0567.wav,music
玉林市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0568.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0569.wav,city
我想点播乔任梁的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0570.wav,music
自贡市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0571.wav,city
我想看彭德怀的电影,/home/v2129375/dataset/tts_audio_diff_ref/audio_0572.wav,video
